id,Date,Weekday,User_NO,Stationery_NO,Count
17422,2014-04-22,1,3,1,1
17423,2014-04-22,1,2,4,16
17424,2014-04-22,1,1,6,5
17425,2014-04-22,1,2,2,4
17426,2014-04-22,1,4,3,2
17427,2014-04-23,2,2,2,5
17428,2014-04-23,2,3,1,8
17429,2014-04-23,2,4,3,10
17430,2014-04-23,2,2,4,5
17431,2014-04-23,2,4,6,4
17432,2014-04-23,2,4,5,12
17433,2014-04-24,3,4,4,11
17434,2014-04-24,3,4,2,11
17435,2014-04-24,3,4,1,2
17436,2014-04-24,3,4,6,10
17437,2014-04-25,4,2,4,1
17438,2014-04-25,4,3,1,13
17439,2014-04-25,4,2,5,3
17440,2014-04-25,4,1,2,3
17441,2014-04-25,4,2,2,13
17442,2014-04-28,0,1,2,3
17443,2014-04-28,0,1,4,5
17444,2014-04-28,0,4,3,3
17445,2014-04-28,0,4,1,8
17446,2014-04-28,0,3,6,1
17447,2014-04-28,0,3,5,4
17448,2014-04-29,1,2,4,4
17449,2014-04-29,1,3,2,9
17450,2014-04-29,1,1,5,5
17451,2014-04-29,1,2,1,7
17452,2014-04-29,1,3,6,5
17453,2014-04-29,1,4,3,3
17454,2014-04-30,2,3,3,1
17455,2014-04-30,2,4,2,6
17456,2014-05-01,3,1,4,1
17457,2014-05-01,3,2,4,1
17458,2014-05-01,3,1,2,1
17459,2014-05-01,3,4,6,4
17460,2014-05-01,3,2,3,1
17461,2014-05-01,3,4,1,8
17462,2014-05-01,3,1,5,16
17463,2014-05-02,4,2,4,1
17464,2014-05-02,4,4,3,1
17465,2014-05-02,4,4,6,2
17466,2014-05-02,4,3,1,1
17467,2014-05-02,4,2,5,13
17468,2014-05-05,0,4,4,2
17469,2014-05-05,0,2,6,7
17470,2014-05-05,0,3,2,2
17471,2014-05-06,1,1,4,4
17472,2014-05-06,1,3,2,5
17473,2014-05-06,1,4,3,4
17474,2014-05-06,1,3,5,6
17475,2014-05-06,1,4,6,1
17476,2014-05-06,1,3,1,10
17477,2014-05-07,2,2,6,5
17478,2014-05-07,2,2,5,2
17479,2014-05-07,2,3,4,9
17480,2014-05-08,3,2,6,11
17481,2014-05-08,3,1,4,11
17482,2014-05-08,3,3,1,4
17483,2014-05-09,4,1,2,2
17484,2014-05-09,4,3,4,5
17485,2014-05-09,4,2,3,3
17486,2014-05-09,4,3,5,9
17487,2014-05-09,4,4,6,10
17488,2014-05-09,4,4,1,2
17489,2014-05-09,4,1,1,4
17490,2014-05-12,0,2,2,11
17491,2014-05-12,0,2,1,1
17492,2014-05-12,0,1,4,5
17493,2014-05-12,0,1,5,4
17494,2014-05-13,1,1,5,1
17495,2014-05-13,1,2,1,9
17496,2014-05-13,1,4,4,5
17497,2014-05-13,1,4,3,5
17498,2014-05-14,2,4,1,8
17499,2014-05-14,2,3,5,17
17500,2014-05-14,2,2,6,8
17501,2014-05-14,2,3,4,5
17502,2014-05-15,3,2,5,9
17503,2014-05-15,3,4,6,3
17504,2014-05-15,3,3,3,1
17505,2014-05-15,3,1,1,1
17506,2014-05-15,3,3,2,4
17507,2014-05-15,3,2,4,1
17508,2014-05-16,4,3,1,8
17509,2014-05-16,4,4,3,9
17510,2014-05-16,4,2,4,2
17511,2014-05-16,4,2,2,14
17512,2014-05-16,4,2,5,7
17513,2014-05-19,0,4,1,4
17514,2014-05-19,0,2,4,4
17515,2014-05-19,0,2,3,1
17516,2014-05-19,0,4,2,9
17517,2014-05-19,0,3,6,2
17518,2014-05-19,0,2,5,14
17519,2014-05-20,1,1,4,12
17520,2014-05-20,1,2,2,7
17521,2014-05-20,1,1,3,7
17522,2014-05-20,1,1,1,1
17523,2014-05-20,1,3,5,9
17524,2014-05-21,2,2,4,1
17525,2014-05-21,2,3,3,8
17526,2014-05-21,2,2,6,10
17527,2014-05-21,2,2,1,1
17528,2014-05-21,2,4,2,2
17529,2014-05-21,2,2,5,14
17530,2014-05-22,3,2,1,1
17531,2014-05-22,3,4,2,9
17532,2014-05-22,3,2,5,7
17533,2014-05-23,4,4,4,2
17534,2014-05-23,4,2,3,9
17535,2014-05-23,4,3,6,10
17536,2014-05-23,4,3,5,10
17537,2014-05-23,4,4,2,1
17538,2014-05-23,4,3,1,8
17539,2014-05-26,0,4,5,3
17540,2014-05-26,0,4,3,13
17541,2014-05-26,0,2,1,12
17542,2014-05-26,0,1,5,10
17543,2014-05-26,0,2,2,3
17544,2014-05-26,0,2,6,8
17545,2014-05-26,0,2,4,1
17546,2014-05-27,1,3,4,2
17547,2014-05-27,1,3,3,13
17548,2014-05-27,1,3,2,7
17549,2014-05-27,1,1,5,13
17550,2014-05-27,1,4,6,4
17551,2014-05-28,2,4,4,1
17552,2014-05-28,2,4,1,10
17553,2014-05-28,2,1,5,1
17554,2014-05-28,2,2,6,7
17555,2014-05-28,2,3,2,4
17556,2014-05-28,2,2,3,8
17557,2014-05-29,3,4,1,7
17558,2014-05-30,4,4,4,9
17559,2014-05-30,4,2,5,1
17560,2014-05-30,4,4,1,7
17561,2014-05-30,4,2,3,7
17562,2014-05-30,4,2,6,2
17563,2014-05-30,4,2,2,8
17564,2014-06-02,0,4,1,7
17565,2014-06-03,1,3,5,2
17566,2014-06-03,1,4,3,11
17567,2014-06-04,2,3,1,6
17568,2014-06-04,2,1,4,2
17569,2014-06-04,2,4,2,2
17570,2014-06-04,2,2,6,3
17571,2014-06-05,3,1,6,7
17572,2014-06-05,3,2,5,8
17573,2014-06-05,3,4,1,3
17574,2014-06-05,3,1,2,1
17575,2014-06-05,3,4,4,13
17576,2014-06-06,4,4,5,7
17577,2014-06-06,4,2,2,13
17578,2014-06-06,4,3,3,10
17579,2014-06-06,4,2,6,1
17580,2014-06-09,0,4,4,9
17581,2014-06-09,0,3,2,8
17582,2014-06-09,0,4,6,5
17583,2014-06-09,0,2,1,1
17584,2014-06-09,0,1,5,15
17585,2014-06-10,1,1,4,11
17586,2014-06-10,1,2,6,2
17587,2014-06-10,1,3,1,4
17588,2014-06-10,1,1,5,1
17589,2014-06-10,1,2,2,3
17590,2014-06-10,1,2,3,4
17591,2014-06-11,2,3,4,8
17592,2014-06-11,2,3,1,5
17593,2014-06-11,2,4,6,11
17594,2014-06-11,2,2,2,13
17595,2014-06-11,2,3,5,6
17596,2014-06-11,2,4,3,1
17597,2014-06-12,3,3,1,3
17598,2014-06-12,3,2,3,5
17599,2014-06-12,3,4,6,1
17600,2014-06-12,3,4,4,1
17601,2014-06-12,3,1,2,1
17602,2014-06-12,3,2,5,5
17603,2014-06-13,4,4,5,1
17604,2014-06-13,4,1,4,17
17605,2014-06-16,0,1,3,3
17606,2014-06-16,0,4,3,6
17607,2014-06-16,0,1,1,10
17608,2014-06-16,0,4,5,13
17609,2014-06-16,0,3,6,2
17610,2014-06-16,0,2,4,15
17611,2014-06-17,1,3,6,11
17612,2014-06-17,1,4,3,6
17613,2014-06-17,1,1,1,7
17614,2014-06-17,1,2,5,8
17615,2014-06-17,1,4,4,7
17616,2014-06-17,1,3,2,11
17617,2014-06-18,2,1,5,6
17618,2014-06-18,2,1,2,9
17619,2014-06-18,2,2,3,7
17620,2014-06-18,2,1,1,3
17621,2014-06-19,3,4,5,3
17622,2014-06-19,3,4,4,2
17623,2014-06-19,3,1,2,7
17624,2014-06-19,3,2,3,4
17625,2014-06-19,3,4,6,13
17626,2014-06-19,3,4,1,2
17627,2014-06-20,4,3,2,4
17628,2014-06-20,4,4,3,2
17629,2014-06-20,4,3,1,11
17630,2014-06-20,4,3,5,2
17631,2014-06-20,4,4,6,5
17632,2014-06-20,4,3,4,5
17633,2014-06-20,4,4,3,4
17634,2014-06-23,0,4,5,9
17635,2014-06-23,0,2,3,4
17636,2014-06-23,0,3,4,5
17637,2014-06-23,0,2,6,6
17638,2014-06-24,1,3,3,1
17639,2014-06-24,1,3,5,8
17640,2014-06-24,1,2,2,5
17641,2014-06-24,1,4,4,5
17642,2014-06-24,1,3,1,4
17643,2014-06-25,2,2,4,12
17644,2014-06-25,2,3,5,7
17645,2014-06-25,2,1,1,6
17646,2014-06-25,2,1,2,1
17647,2014-06-25,2,4,3,5
17648,2014-06-26,3,1,5,3
17649,2014-06-26,3,1,3,2
17650,2014-06-26,3,4,4,9
17651,2014-06-26,3,1,2,12
17652,2014-06-26,3,1,1,3
17653,2014-06-26,3,1,6,17
17654,2014-06-27,4,4,6,2
17655,2014-06-27,4,4,1,4
17656,2014-06-27,4,4,4,2
17657,2014-06-27,4,3,4,5
17658,2014-06-27,4,1,2,2
17659,2014-06-27,4,2,3,1
17660,2014-06-27,4,1,5,13
17661,2014-06-30,0,4,6,10
17662,2014-06-30,0,1,5,3
17663,2014-06-30,0,1,2,4
17664,2014-06-30,0,4,4,6
17665,2014-07-01,1,1,4,2
17666,2014-07-01,1,1,2,8
17667,2014-07-01,1,4,6,8
17668,2014-07-01,1,2,1,3
17669,2014-07-02,2,4,5,4
17670,2014-07-02,2,1,3,7
17671,2014-07-02,2,2,1,6
17672,2014-07-02,2,4,6,3
17673,2014-07-02,2,1,4,2
17674,2014-07-03,3,2,6,9
17675,2014-07-03,3,2,2,13
17676,2014-07-03,3,4,4,2
17677,2014-07-03,3,4,1,9
17678,2014-07-03,3,4,5,16
17679,2014-07-03,3,1,3,2
17680,2014-07-04,4,2,1,7
17681,2014-07-04,4,2,3,7
17682,2014-07-04,4,1,4,5
17683,2014-07-04,4,4,5,9
17684,2014-07-04,4,4,2,2
17685,2014-07-04,4,2,6,1
17686,2014-07-07,0,2,3,9
17687,2014-07-07,0,1,1,8
17688,2014-07-08,1,2,5,2
17689,2014-07-08,1,1,4,8
17690,2014-07-08,1,4,2,1
17691,2014-07-08,1,3,3,6
17692,2014-07-08,1,4,6,8
17693,2014-07-08,1,3,1,10
17694,2014-07-10,3,1,3,1
17695,2014-07-10,3,4,5,2
17696,2014-07-10,3,3,2,5
17697,2014-07-10,3,2,6,6
17698,2014-07-10,3,4,1,4
17699,2014-07-10,3,4,4,13
17700,2014-07-11,4,2,1,2
17701,2014-07-11,4,3,2,8
17702,2014-07-11,4,3,6,4
17703,2014-07-11,4,4,3,4
17704,2014-07-11,4,1,4,3
17705,2014-07-11,4,4,4,9
17706,2014-07-14,0,4,3,1
17707,2014-07-14,0,3,2,3
17708,2014-07-14,0,1,6,4
17709,2014-07-14,0,1,5,3
17710,2014-07-14,0,3,4,15
17711,2014-07-14,0,3,1,1
17712,2014-07-15,1,1,4,2
17713,2014-07-15,1,1,3,1
17714,2014-07-15,1,4,2,3
17715,2014-07-15,1,4,6,6
17716,2014-07-15,1,4,1,9
17717,2014-07-15,1,4,5,4
17718,2014-07-16,2,1,1,1
17719,2014-07-16,2,2,4,11
17720,2014-07-17,3,1,6,8
17721,2014-07-17,3,2,1,4
17722,2014-07-17,3,4,3,10
17723,2014-07-17,3,2,4,3
17724,2014-07-17,3,1,2,11
17725,2014-07-17,3,4,5,13
17726,2014-07-21,0,2,4,10
17727,2014-07-21,0,2,3,5
17728,2014-07-21,0,2,1,5
17729,2014-07-21,0,1,6,6
17730,2014-07-21,0,4,5,12
17731,2014-07-21,0,4,2,10
17732,2014-07-22,1,4,3,7
17733,2014-07-22,1,2,6,6
17734,2014-07-23,2,1,4,9
17735,2014-07-23,2,3,2,12
17736,2014-07-23,2,2,3,2
17737,2014-07-23,2,1,3,16
17738,2014-07-23,2,4,1,10
17739,2014-07-24,3,2,2,10
17740,2014-07-24,3,4,1,2
17741,2014-07-24,3,1,6,1
17742,2014-07-24,3,3,5,4
17743,2014-07-24,3,4,4,2
17744,2014-07-24,3,4,3,3
17745,2014-07-25,4,2,3,4
17746,2014-07-25,4,4,2,17
17747,2014-07-25,4,4,5,3
17748,2014-07-25,4,3,4,2
17749,2014-07-25,4,1,1,10
17750,2014-07-25,4,2,6,9
17751,2014-07-28,0,1,6,2
17752,2014-07-28,0,2,1,4
17753,2014-07-28,0,2,4,14
17754,2014-07-28,0,3,2,15
17755,2014-07-28,0,1,3,16
17756,2014-07-28,0,3,5,2
17757,2014-07-29,1,1,3,7
17758,2014-07-30,2,4,2,3
17759,2014-07-30,2,1,4,11
17760,2014-07-30,2,4,5,3
17761,2014-07-31,3,4,3,8
17762,2014-07-31,3,2,6,4
17763,2014-08-01,4,2,1,2
17764,2014-08-01,4,3,5,10
17765,2014-08-01,4,4,3,7
17766,2014-08-01,4,1,2,2
17767,2014-08-01,4,1,4,5
17768,2014-08-01,4,2,6,10
17769,2014-08-04,0,2,5,1
17770,2014-08-04,0,3,4,7
17771,2014-08-04,0,4,6,4
17772,2014-08-04,0,4,1,3
17773,2014-08-05,1,1,3,7
17774,2014-08-05,1,4,6,2
17775,2014-08-05,1,2,2,3
17776,2014-08-05,1,3,4,8
17777,2014-08-05,1,4,1,4
17778,2014-08-06,2,2,5,9
17779,2014-08-06,2,3,3,7
17780,2014-08-06,2,2,2,16
17781,2014-08-06,2,2,4,8
17782,2014-08-06,2,1,6,3
17783,2014-08-06,2,3,1,3
17784,2014-08-06,2,2,1,10
17785,2014-08-07,3,1,2,3
17786,2014-08-07,3,2,1,1
17787,2014-08-08,4,2,5,4
17788,2014-08-08,4,2,1,3
17789,2014-08-08,4,4,6,2
17790,2014-08-08,4,4,4,2
17791,2014-08-08,4,4,1,3
17792,2014-08-08,4,3,4,13
17793,2014-08-08,4,4,1,3
17794,2014-08-08,4,2,1,4
17795,2014-08-08,4,1,3,7
17796,2014-08-08,4,2,2,1
17797,2014-08-11,0,3,6,2
17798,2014-08-11,0,3,4,15
17799,2014-08-11,0,2,1,6
17800,2014-08-11,0,2,3,2
17801,2014-08-11,0,1,5,5
17802,2014-08-12,1,1,5,6
17803,2014-08-12,1,1,1,12
17804,2014-08-12,1,3,4,5
17805,2014-08-12,1,3,2,5
17806,2014-08-12,1,1,3,5
17807,2014-08-13,2,4,2,4
17808,2014-08-13,2,4,5,10
17809,2014-08-13,2,2,4,2
17810,2014-08-13,2,1,1,8
17811,2014-08-13,2,2,6,3
17812,2014-08-13,2,1,3,1
17813,2014-08-14,3,1,2,2
17814,2014-08-14,3,1,5,6
17815,2014-08-14,3,4,3,10
17816,2014-08-14,3,2,4,7
17817,2014-08-14,3,2,6,11
17818,2014-08-14,3,2,1,4
17819,2014-08-15,4,2,4,1
17820,2014-08-15,4,3,6,3
17821,2014-08-15,4,3,1,7
17822,2014-08-18,0,3,4,7
17823,2014-08-18,0,4,1,6
17824,2014-08-18,0,4,2,13
17825,2014-08-18,0,1,5,13
17826,2014-08-18,0,1,6,10
17827,2014-08-18,0,1,3,5
17828,2014-08-19,1,4,1,14
17829,2014-08-19,1,3,3,7
17830,2014-08-19,1,2,2,4
17831,2014-08-19,1,4,6,2
17832,2014-08-19,1,2,6,3
17833,2014-08-19,1,1,4,5
17834,2014-08-19,1,3,6,12
17835,2014-08-19,1,3,5,7
17836,2014-08-20,2,4,4,3
17837,2014-08-20,2,3,1,3
17838,2014-08-20,2,4,2,3
17839,2014-08-20,2,4,5,7
17840,2014-08-21,3,4,6,2
17841,2014-08-21,3,4,4,5
17842,2014-08-22,4,1,4,3
17843,2014-08-22,4,3,5,1
17844,2014-08-22,4,4,6,3
17845,2014-08-22,4,4,3,11
17846,2014-08-22,4,2,1,3
17847,2014-08-22,4,4,2,11
17848,2014-08-25,0,2,4,11
17849,2014-08-25,0,2,5,2
17850,2014-08-25,0,3,6,4
17851,2014-08-25,0,4,2,8
17852,2014-08-25,0,4,1,5
17853,2014-08-25,0,1,3,8
17854,2014-08-26,1,1,6,8
17855,2014-08-26,1,3,2,9
17856,2014-08-26,1,4,3,2
17857,2014-08-26,1,4,4,1
17858,2014-08-26,1,2,1,2
17859,2014-08-27,2,4,2,2
17860,2014-08-27,2,3,5,14
17861,2014-08-27,2,1,1,14
17862,2014-08-27,2,1,6,7
17863,2014-08-27,2,2,4,9
17864,2014-08-27,2,4,3,7
17865,2014-08-28,3,2,5,4
17866,2014-08-28,3,2,3,6
17867,2014-08-28,3,3,6,15
17868,2014-08-28,3,4,2,8
17869,2014-08-28,3,2,4,6
17870,2014-08-28,3,4,1,3
17871,2014-09-01,0,4,5,3
17872,2014-09-01,0,2,6,2
17873,2014-09-01,0,2,3,1
17874,2014-09-01,0,4,2,3
17875,2014-09-01,0,4,1,5
17876,2014-09-01,0,4,4,2
17877,2014-09-02,1,2,3,2
17878,2014-09-02,1,4,5,10
17879,2014-09-02,1,3,6,17
17880,2014-09-02,1,1,2,10
17881,2014-09-02,1,1,4,6
17882,2014-09-02,1,4,1,6
17883,2014-09-03,2,3,2,2
17884,2014-09-03,2,3,6,9
17885,2014-09-03,2,1,5,8
17886,2014-09-04,3,1,3,6
17887,2014-09-04,3,2,5,5
17888,2014-09-04,3,4,4,8
17889,2014-09-04,3,3,1,1
17890,2014-09-04,3,2,6,3
17891,2014-09-05,4,4,1,2
17892,2014-09-05,4,4,2,2
17893,2014-09-05,4,1,6,10
17894,2014-09-05,4,4,4,12
17895,2014-09-05,4,4,3,2
17896,2014-09-05,4,3,5,6
17897,2014-09-08,0,3,1,2
17898,2014-09-08,0,4,3,5
17899,2014-09-08,0,2,4,3
17900,2014-09-08,0,3,5,9
17901,2014-09-08,0,3,2,3
17902,2014-09-08,0,3,6,8
17903,2014-09-09,1,1,3,8
17904,2014-09-09,1,2,5,5
17905,2014-09-09,1,2,2,13
17906,2014-09-09,1,1,6,1
17907,2014-09-09,1,1,1,3
17908,2014-09-10,2,2,3,5
17909,2014-09-10,2,4,1,4
17910,2014-09-10,2,1,6,6
17911,2014-09-10,2,2,4,8
17912,2014-09-10,2,3,5,13
17913,2014-09-11,3,1,1,9
17914,2014-09-11,3,3,4,5
17915,2014-09-11,3,3,3,2
17916,2014-09-11,3,1,5,1
17917,2014-09-11,3,4,6,7
17918,2014-09-12,4,4,1,3
17919,2014-09-12,4,1,3,3
17920,2014-09-12,4,2,5,5
17921,2014-09-12,4,1,6,7
17922,2014-09-12,4,3,4,9
17923,2014-09-12,4,4,2,1
17924,2014-09-15,0,2,5,6
17925,2014-09-15,0,3,6,3
17926,2014-09-15,0,1,1,3
17927,2014-09-15,0,4,4,5
17928,2014-09-15,0,1,3,15
17929,2014-09-16,1,2,5,2
17930,2014-09-16,1,2,3,3
17931,2014-09-16,1,4,6,4
17932,2014-09-16,1,4,2,6
17933,2014-09-16,1,4,4,4
17934,2014-09-17,2,2,3,16
17935,2014-09-18,3,3,6,15
17936,2014-09-18,3,4,5,4
17937,2014-09-18,3,1,2,2
17938,2014-09-18,3,2,3,1
17939,2014-09-18,3,1,1,11
17940,2014-09-18,3,4,4,4
17941,2014-09-19,4,3,3,10
17942,2014-09-19,4,4,6,3
17943,2014-09-19,4,2,4,1
17944,2014-09-22,0,4,3,2
17945,2014-09-22,0,4,1,2
17946,2014-09-22,0,2,4,17
17947,2014-09-22,0,1,6,4
17948,2014-09-22,0,1,2,1
17949,2014-09-22,0,4,5,12
17950,2014-09-23,1,2,2,1
17951,2014-09-23,1,4,1,2
17952,2014-09-23,1,3,3,14
17953,2014-09-24,2,4,1,10
17954,2014-09-24,2,4,6,11
17955,2014-09-24,2,1,2,9
17956,2014-09-24,2,4,5,9
17957,2014-09-24,2,1,4,5
17958,2014-09-24,2,3,3,4
17959,2014-09-25,3,2,3,3
17960,2014-09-25,3,1,2,8
17961,2014-09-25,3,1,5,7
17962,2014-09-25,3,4,4,1
17963,2014-09-25,3,4,3,2
17964,2014-09-26,4,1,1,5
17965,2014-09-26,4,4,4,11
17966,2014-09-26,4,1,5,1
17967,2014-09-26,4,2,6,1
17968,2014-09-26,4,2,2,2
17969,2014-09-26,4,3,3,11
17970,2014-09-29,0,4,1,9
17971,2014-09-29,0,3,4,13
17972,2014-09-29,0,3,5,2
17973,2014-09-30,1,4,5,7
17974,2014-09-30,1,4,3,3
17975,2014-09-30,1,1,4,5
17976,2014-09-30,1,1,2,1
17977,2014-09-30,1,3,6,12
17978,2014-09-30,1,1,1,6
17979,2014-10-01,2,1,4,3
17980,2014-10-01,2,3,2,11
17981,2014-10-01,2,2,3,2
17982,2014-10-01,2,4,1,4
17983,2014-10-01,2,1,5,6
17984,2014-10-01,2,2,6,2
17985,2014-10-02,3,2,3,7
17986,2014-10-02,3,4,1,10
17987,2014-10-02,3,3,4,6
17988,2014-10-02,3,1,6,5
17989,2014-10-02,3,1,5,17
17990,2014-10-02,3,3,2,10
17991,2014-10-03,4,1,3,9
17992,2014-10-03,4,2,4,2
17993,2014-10-03,4,2,6,9
17994,2014-10-03,4,4,1,1
17995,2014-10-03,4,3,2,8
17996,2014-10-03,4,2,5,16
17997,2014-10-06,0,1,5,16
17998,2014-10-06,0,3,3,1
17999,2014-10-06,0,4,2,4
18000,2014-10-06,0,1,1,2
18001,2014-10-06,0,1,4,10
18002,2014-10-06,0,3,6,15
18003,2014-10-07,1,3,6,13
18004,2014-10-07,1,2,5,6
18005,2014-10-07,1,2,1,3
18006,2014-10-07,1,4,4,7
18007,2014-10-08,2,4,2,2
18008,2014-10-08,2,4,4,1
18009,2014-10-08,2,2,5,3
18010,2014-10-08,2,2,6,6
18011,2014-10-08,2,4,3,6
18012,2014-10-09,3,3,1,11
18013,2014-10-09,3,1,6,5
18014,2014-10-09,3,4,2,3
18015,2014-10-09,3,1,3,1
18016,2014-10-09,3,3,4,1
18017,2014-10-09,3,1,5,10
18018,2014-10-10,4,3,5,2
18019,2014-10-10,4,2,1,3
18020,2014-10-10,4,4,2,6
18021,2014-10-10,4,1,4,1
18022,2014-10-10,4,2,6,3
18023,2014-10-10,4,3,3,7
18024,2014-10-13,0,3,1,15
18025,2014-10-13,0,3,5,1
18026,2014-10-13,0,1,6,3
18027,2014-10-13,0,1,4,7
18028,2014-10-13,0,4,3,2
18029,2014-10-13,0,2,2,2
18030,2014-10-14,1,2,5,6
18031,2014-10-14,1,2,2,11
18032,2014-10-14,1,1,1,4
18033,2014-10-15,2,2,2,4
18034,2014-10-16,3,1,3,5
18035,2014-10-16,3,3,4,7
18036,2014-10-16,3,2,2,1
18037,2014-10-16,3,4,5,7
18038,2014-10-16,3,4,6,6
18039,2014-10-17,4,3,4,9
18040,2014-10-17,4,2,3,7
18041,2014-10-17,4,1,5,5
18042,2014-10-17,4,3,6,12
18043,2014-10-17,4,1,2,6
18044,2014-10-17,4,2,1,3
18045,2014-10-20,0,1,3,12
18046,2014-10-20,0,2,6,2
18047,2014-10-20,0,3,2,2
18048,2014-10-20,0,4,5,10
18049,2014-10-20,0,1,1,6
18050,2014-10-20,0,4,4,10
18051,2014-10-21,1,2,6,1
18052,2014-10-21,1,2,3,2
18053,2014-10-21,1,3,1,12
18054,2014-10-21,1,4,5,18
18055,2014-10-21,1,2,2,6
18056,2014-10-21,1,4,4,6
18057,2014-10-22,2,4,6,1
18058,2014-10-22,2,4,4,10
18059,2014-10-22,2,3,1,5
18060,2014-10-23,3,2,4,4
18061,2014-10-23,3,4,5,9
18062,2014-10-23,3,3,3,16
18063,2014-10-23,3,3,2,11
18064,2014-10-23,3,3,1,2
18065,2014-10-23,3,2,1,10
18066,2014-10-23,3,1,6,1
18067,2014-10-24,4,3,2,3
18068,2014-10-24,4,3,5,3
18069,2014-10-24,4,1,6,6
18070,2014-10-24,4,3,2,6
18071,2014-10-24,4,1,4,6
18072,2014-10-27,0,4,3,7
18073,2014-10-27,0,2,2,3
18074,2014-10-27,0,4,1,5
18075,2014-10-27,0,2,4,8
18076,2014-10-27,0,2,5,3
18077,2014-10-27,0,3,6,7
18078,2014-10-28,1,4,2,9
18079,2014-10-28,1,1,5,5
18080,2014-10-28,1,4,1,6
18081,2014-10-28,1,2,3,9
18082,2014-10-28,1,1,6,13
18083,2014-10-28,1,4,4,1
18084,2014-10-29,2,1,4,6
18085,2014-10-29,2,4,5,2
18086,2014-10-30,3,2,3,15
18087,2014-10-30,3,1,5,2
18088,2014-10-30,3,2,2,2
18089,2014-10-30,3,4,4,5
18090,2014-10-30,3,1,6,11
18091,2014-10-30,3,3,1,8
18092,2014-10-31,4,3,5,6
18093,2014-11-03,0,4,3,12
18094,2014-11-03,0,3,6,2
18095,2014-11-03,0,2,5,16
18096,2014-11-03,0,3,4,3
18097,2014-11-03,0,4,2,10
18098,2014-11-03,0,4,1,3
18099,2014-11-04,1,1,4,2
18100,2014-11-04,1,2,3,6
18101,2014-11-04,1,1,2,2
18102,2014-11-04,1,3,1,3
18103,2014-11-04,1,3,6,3
18104,2014-11-04,1,3,5,5
18105,2014-11-05,2,4,1,6
18106,2014-11-06,3,3,5,1
18107,2014-11-06,3,3,1,15
18108,2014-11-06,3,1,3,2
18109,2014-11-07,4,1,6,12
18110,2014-11-07,4,3,5,9
18111,2014-11-07,4,3,4,4
18112,2014-11-07,4,3,2,4
18113,2014-11-07,4,3,3,7
18114,2014-11-07,4,1,1,1
18115,2014-11-11,1,3,4,7
18116,2014-11-11,1,2,2,13
18117,2014-11-12,2,3,6,2
18118,2014-11-12,2,2,4,2
18119,2014-11-12,2,3,5,1
18120,2014-11-13,3,4,6,14
18121,2014-11-13,3,4,5,7
18122,2014-11-13,3,2,4,1
18123,2014-11-13,3,3,3,6
18124,2014-11-13,3,2,1,5
18125,2014-11-13,3,3,2,2
18126,2014-11-14,4,4,3,4
18127,2014-11-14,4,2,5,10
18128,2014-11-14,4,2,6,12
18129,2014-11-14,4,1,2,1
18130,2014-11-14,4,4,4,7
18131,2014-11-14,4,2,1,7
18132,2014-11-14,4,3,2,2
18133,2014-11-17,0,4,4,5
18134,2014-11-17,0,1,6,3
18135,2014-11-17,0,4,5,3
18136,2014-11-17,0,4,3,2
18137,2014-11-18,1,4,6,2
18138,2014-11-18,1,4,4,4
18139,2014-11-18,1,3,2,5
18140,2014-11-18,1,2,1,4
18141,2014-11-19,2,4,2,13
18142,2014-11-19,2,1,1,2
18143,2014-11-19,2,2,6,3
18144,2014-11-19,2,1,3,10
18145,2014-11-19,2,2,5,14
18146,2014-11-19,2,2,4,10
18147,2014-11-20,3,2,1,1
18148,2014-11-20,3,2,2,6
18149,2014-11-20,3,2,5,2
18150,2014-11-20,3,4,6,3
18151,2014-11-20,3,2,4,11
18152,2014-11-20,3,4,3,6
18153,2014-11-21,4,2,5,2
18154,2014-11-21,4,1,1,3
18155,2014-11-21,4,2,3,10
18156,2014-11-21,4,4,4,12
18157,2014-11-21,4,2,6,5
18158,2014-11-21,4,3,2,11
18159,2014-11-24,0,1,4,3
18160,2014-11-24,0,4,3,5
18161,2014-11-25,1,2,4,2
18162,2014-11-25,1,1,6,12
18163,2014-11-25,1,1,5,11
18164,2014-11-25,1,3,3,8
18165,2014-11-25,1,1,2,6
18166,2014-11-26,2,4,5,8
18167,2014-11-26,2,3,3,5
18168,2014-11-26,2,4,2,8
18169,2014-11-26,2,3,6,16
18170,2014-11-26,2,3,4,10
18171,2014-11-26,2,4,1,5
18172,2014-11-27,3,4,4,9
18173,2014-11-27,3,3,1,2
18174,2014-11-27,3,2,5,5
18175,2014-11-27,3,3,6,13
18176,2014-11-27,3,3,3,2
18177,2014-11-27,3,2,2,3
18178,2014-11-28,4,4,4,6
18179,2014-11-28,4,1,2,14
18180,2014-11-28,4,1,1,1
18181,2014-11-28,4,2,3,2
18182,2014-11-28,4,3,6,12
18183,2014-12-01,0,4,4,3
18184,2014-12-01,0,1,3,4
18185,2014-12-01,0,2,5,13
18186,2014-12-01,0,1,2,2
18187,2014-12-01,0,1,6,8
18188,2014-12-01,0,2,1,4
18189,2014-12-02,1,3,2,2
18190,2014-12-02,1,4,3,1
18191,2014-12-02,1,2,6,4
18192,2014-12-02,1,4,1,12
18193,2014-12-02,1,2,4,10
18194,2014-12-02,1,3,5,7
18195,2014-12-03,2,4,5,5
18196,2014-12-03,2,2,4,7
18197,2014-12-03,2,4,6,3
